 1.58489319e+05  2.14789273e-02 -1.12477184e-06  1.58489319e+05  2.07895515e-02 -9.89393193e-04  1.58489319e+05  2.21693209e-02  9.84360542e-04 
 1.99526231e+05  2.14786682e-02 -1.18792118e-06  1.99526231e+05  2.05616427e-02 -1.04542786e-03  1.99526231e+05  2.23961943e-02  1.03914382e-03 
 2.51188643e+05  2.14783936e-02 -1.19136481e-06  2.51188643e+05  2.03200090e-02 -1.04897522e-03  2.51188643e+05  2.26362702e-02  1.04164379e-03 
 3.16227766e+05  2.14781315e-02 -1.13424991e-06  3.16227766e+05  2.00890700e-02 -9.99156833e-04  3.16227766e+05  2.28652791e-02  9.91241297e-04 
 3.98107171e+05  2.14779049e-02 -1.03001789e-06  3.98107171e+05  1.98892319e-02 -9.07708733e-04  3.98107171e+05  2.30631000e-02  8.99786054e-04 
 5.01187234e+05  2.14777252e-02 -8.99462082e-07  5.01187234e+05  1.97306441e-02 -7.92911819e-04  5.01187234e+05  2.32198584e-02  7.85484682e-04 
 6.30957344e+05  2.14775922e-02 -7.62252996e-07  6.30957344e+05  1.96132171e-02 -6.72117210e-04  6.30957344e+05  2.33358007e-02  6.65504041e-04 
 7.94328235e+05  2.14774988e-02 -6.32155747e-07  7.94328235e+05  1.95306540e-02 -5.57497552e-04  7.94328235e+05  2.34172538e-02  5.51827143e-04 
 1.00000000e+06  2.14774354e-02 -5.16497378e-07  1.00000000e+06  1.94746940e-02 -4.55550435e-04  1.00000000e+06  2.34724304e-02  4.50814536e-04 
 1.25892541e+06  2.14773936e-02 -4.17806372e-07  1.25892541e+06  1.94377017e-02 -3.68532762e-04  1.25892541e+06  2.35088910e-02  3.64646751e-04 
 1.58489319e+06  2.14773664e-02 -3.35767843e-07  1.58489319e+06  1.94136506e-02 -2.96183870e-04  1.58489319e+06  2.35325906e-02  2.93032145e-04 
 1.99526231e+06  2.14773489e-02 -2.68698318e-07  1.99526231e+06  1.93981816e-02 -2.37028693e-04  1.99526231e+06  2.35478310e-02  2.34491726e-04 
 2.51188643e+06  2.14773377e-02 -2.14443416e-07  2.51188643e+06  1.93883016e-02 -1.89172248e-04  2.51188643e+06  2.35575640e-02  1.87139996e-04 
 3.16227766e+06  2.14773306e-02 -1.70847945e-07  3.16227766e+06  1.93820194e-02 -1.50716228e-04  3.16227766e+06  2.35637524e-02  1.49093305e-04 
 3.98107171e+06  2.14773261e-02 -1.35965941e-07  3.98107171e+06  1.93780361e-02 -1.19945487e-04  3.98107171e+06  2.35676761e-02  1.18651988e-04 
 5.01187234e+06  2.14773232e-02 -1.08130585e-07  5.01187234e+06  1.93755150e-02 -9.53903763e-05  5.01187234e+06  2.35701593e-02  9.43607154e-05 
 6.30957344e+06  2.14773214e-02 -8.59559558e-08  6.30957344e+06  1.93739212e-02 -7.58286615e-05  6.30957344e+06  2.35717292e-02  7.50096683e-05 
 7.94328235e+06  2.14773203e-02 -6.83097489e-08  7.94328235e+06  1.93729143e-02 -6.02616467e-05  7.94328235e+06  2.35727209e-02  5.96105427e-05 
 1.00000000e+07  2.14773196e-02 -5.42766667e-08  1.00000000e+07  1.93722785e-02 -4.78819729e-05  1.00000000e+07  2.35733471e-02  4.73645043e-05 
 1.25892541e+07  2.14773191e-02 -4.31216644e-08  1.25892541e+07  1.93718772e-02 -3.80412464e-05  1.25892541e+07  2.35737424e-02  3.76300670e-05 
 1.58489319e+07  2.14773188e-02 -3.42568543e-08  1.58489319e+07  1.93716239e-02 -3.02208675e-05  1.58489319e+07  2.35739919e-02  2.98941861e-05 
 1.99526231e+07  2.14773187e-02 -2.72132412e-08  1.99526231e+07  1.93714640e-02 -2.40071087e-05  1.99526231e+07  2.35741494e-02  2.37475814e-05 
 2.51188643e+07  2.14773185e-02 -2.16172758e-08  2.51188643e+07  1.93713631e-02 -1.90704368e-05  2.51188643e+07  2.35742488e-02  1.88642693e-05 
 3.16227766e+07  2.14773185e-02 -1.71717287e-08  3.16227766e+07  1.93712995e-02 -1.51486437e-05  3.16227766e+07  2.35743114e-02  1.49848703e-05 
 3.98107171e+07  2.14773184e-02 -1.36402477e-08  3.98107171e+07  1.93712593e-02 -1.20332247e-05  3.98107171e+07  2.35743510e-02  1.19031304e-05 
 5.01187234e+07  2.14773184e-02 -1.08349635e-08  5.01187234e+07  1.93712340e-02 -9.55844499e-06  5.01187234e+07  2.35743760e-02  9.45510520e-06 
 6.30957344e+07  2.14773184e-02 -8.60658245e-09  6.30957344e+07  1.93712180e-02 -7.59260032e-06  6.30957344e+07  2.35743917e-02  7.51051349e-06 
 7.94328235e+07  2.14773184e-02 -6.83648402e-09  7.94328235e+07  1.93712079e-02 -6.03104567e-06  7.94328235e+07  2.35744017e-02  5.96584123e-06 
 1.00000000e+08  2.14773184e-02 -5.43042861e-09  1.00000000e+08  1.93712015e-02 -4.79064432e-06  1.00000000e+08  2.35744079e-02  4.73885032e-06 
 1.25892541e+08  2.14773184e-02 -4.31355095e-09  1.25892541e+08  1.93711975e-02 -3.80535130e-06  1.25892541e+08  2.35744119e-02  3.76420972e-06 
 1.58489319e+08  2.14773184e-02 -3.42637941e-09  1.58489319e+08  1.93711950e-02 -3.02270161e-06  1.58489319e+08  2.35744144e-02  2.99002162e-06 
 1.99526231e+08  2.14773183e-02 -2.72167197e-09  1.99526231e+08  1.93711934e-02 -2.40101906e-06  1.99526231e+08  2.35744160e-02  2.37506038e-06 
 2.51188643e+08  2.14773183e-02 -2.16190192e-09  2.51188643e+08  1.93711924e-02 -1.90719814e-06  2.51188643e+08  2.35744170e-02  1.88657842e-06 
 3.16227766e+08  2.14773183e-02 -1.71726025e-09  3.16227766e+08  1.93711917e-02 -1.51494179e-06  3.16227766e+08  2.35744176e-02  1.49856295e-06 
 3.98107171e+08  2.14773183e-02 -1.36406856e-09  3.98107171e+08  1.93711913e-02 -1.20336127e-06  3.98107171e+08  2.35744180e-02  1.19035109e-06 
 5.01187234e+08  2.14773183e-02 -1.08351830e-09  5.01187234e+08  1.93711911e-02 -9.55863946e-07  5.01187234e+08  2.35744182e-02  9.45529592e-07 
 6.30957344e+08  2.14773183e-02 -8.60669246e-10  6.30957344e+08  1.93711909e-02 -7.59269779e-07  6.30957344e+08  2.35744184e-02  7.51060908e-07 
 7.94328235e+08  2.14773183e-02 -6.83653915e-10  7.94328235e+08  1.93711908e-02 -6.03109452e-07  7.94328235e+08  2.35744185e-02  5.96588914e-07 
 1.00000000e+09  2.14773183e-02 -5.43045624e-10  1.00000000e+09  1.93711907e-02 -4.79066881e-07  1.00000000e+09  2.35744185e-02  4.73887433e-07 
